Date	Number	Color	Category	Word 1	Word 2	Word 3	Word 4
Oct 17, 2023	128	Green	 FAILURE: 	BOMB 	DUD 	FLOP 	LEMON
Oct 17, 2023	128	Purple	 ROCK ___: 	BOTTOM 	CANDY 	GARDEN 	STAR
Oct 17, 2023	128	Yellow	 TAUNTS: 	BOO 	HISS 	JEER 	RASPBERRY
Oct 18, 2023	129	Blue	 PIQUANCY: 	BITE 	KICK 	TANG 	ZIP
Oct 18, 2023	129	Green	 BIT OF WIND: 	BREEZE 	DRAFT 	GUST 	PUFF
Oct 18, 2023	129	Purple	 SINGULAR OF THINGS SEEN IN PAIRS: 	BOXER 	GOGGLE 	PANT 	TONG
Oct 18, 2023	129	Yellow	 SOMETHING TIRESOME: 	BORE 	DRAG 	SNOOZE 	YAWN
Oct 19, 2023	130	Blue	 TV SHOWS: 	FARGO 	FIREFLY 	FLEABAG 	FLIPPER
Oct 19, 2023	130	Green	 MILD OATHS: 	FIDDLESTICKS 	FIE 	FRICK 	FUDGE
Oct 19, 2023	130	Purple	 FAST ___: 	FASHION 	FOOD 	FORWARD 	FRIENDS
Oct 19, 2023	130	Yellow	 FALSIFY: 	FABRICATE 	FAKE 	FIX 	FORGE
Oct 20, 2023	131	Blue	 EQUITABLE: 	EQUAL 	EVEN 	FAIR 	JUST
Oct 20, 2023	131	Green	 VIRTUAL SPACES: 	CLOUD 	METAVERSE 	NET 	WEB
Oct 20, 2023	131	Purple	 ___ BURGER: 	GOOD 	IMPOSSIBLE 	NOTHING 	WARREN
Oct 20, 2023	131	Yellow	 ANIMAL HOMES: 	DEN 	HIVE 	LAIR 	NEST
Oct 21, 2023	132	Blue	 BRA PARTS: 	CUP 	HOOK 	STRAP 	WIRE
Oct 21, 2023	132	Green	 NONSENSE: 	BALONEY 	BUNK 	CROCK 	TRIPE
Oct 21, 2023	132	Purple	 ACRONYMS: 	LASER 	RADAR 	SCUBA 	SPAM
Oct 21, 2023	132	Yellow	 TABLEWARE: 	BOWL 	DISH 	PLATE 	SAUCER
Oct 22, 2023	133	Blue	 BRITISH CUISINE: 	MASH 	ROAST 	SCONE 	TRIFLE
Oct 22, 2023	133	Green	 CATCHY SONG: 	BANGER 	BOP 	GROOVE 	JAM
Oct 22, 2023	133	Purple	 STICKY SITUATION: 	BIND 	PICKLE 	SCRAPE 	SPOT
Oct 22, 2023	133	Yellow	 RELAX: 	CHILL 	HANG 	LOAF 	LOUNGE
Oct 23, 2023	134	Blue	 ROMANTIC BEGINNINGS: 	CONNECTION 	FEELINGS 	SPARK 	VIBE
Oct 23, 2023	134	Green	 IMPEL: 	DRIVE 	INSPIRE 	MOTIVATE 	SPUR
Oct 23, 2023	134	Purple	 HARD ___: 	CANDY 	COPY 	KNOCKS 	SELTZER
Oct 23, 2023	134	Yellow	 CELL PHONE MODES: 	FOCUS 	RING 	SILENT 	VIBRATE
Oct 24, 2023	135	Blue	 PARADIGMATIC: 	CLASSIC 	DEFINITIVE 	MODEL 	TEXTBOOK
Oct 24, 2023	135	Green	 SMALL OPENING: 	CRANNY 	NICHE 	NOOK 	RECESS
Oct 24, 2023	135	Purple	 RHYMING COMPOUND WORDS: 	BACKPACK 	BIGWIG 	DOWNTOWN 	RAGTAG
Oct 24, 2023	135	Yellow	 ANIMAL GROUPS: 	COLONY 	HERD 	PRIDE 	SCHOOL
Oct 25, 2023	136	Blue	 12 DAYS OF CHRISTMAS: 	DRUMMER 	LADY 	RING 	SWAN
Oct 25, 2023	136	Green	 “GRACIOUS ME!”: 	GOODNESS 	HEAVENS 	LORD 	MERCY
Oct 25, 2023	136	Purple	 ___ SYRUP: 	CORN 	COUGH 	MAPLE 	SIMPLE
Oct 25, 2023	136	Yellow	 GRAMMAR TENSE TERMS: 	FUTURE 	PAST 	PERFECT 	PRESENT
Oct 26, 2023	137	Blue	 FINE BUBBLES: 	FOAM 	FROTH 	HEAD 	LATHER
Oct 26, 2023	137	Green	 EXCELLENT, IN OLD SLANG: 	ACES 	KEEN 	NEATO 	NIFTY
Oct 26, 2023	137	Purple	 SPHERICAL THINGS: 	BUBBLE 	GLOBE 	MARBLE 	PEARL
Oct 26, 2023	137	Yellow	 INCREASE: 	BUILD 	GROW 	SWELL 	MOUNT
Oct 27, 2023	138	Blue	 W.N.B.A. TEAMS: 	MERCURY 	SKY 	SPARKS 	LIBERTY
Oct 27, 2023	138	Green	 METAL ELEMENTS: 	COPPER 	GOLD 	NICKEL 	SILVER
Oct 27, 2023	138	Purple	 THINGS WITH TRUNKS: 	CARS 	ELEPHANTS 	SWIMMERS 	TREES
Oct 27, 2023	138	Yellow	 SHAMELESS BOLDNESS: 	BRASS 	CHEEK 	GALL 	NERVE
Oct 28, 2023	139	Blue	 “AGREE!”: 	DITTO 	LIKEWISE 	SAME 	SECOND
Oct 28, 2023	139	Green	 APPEARANCE: 	DRESS 	LOOK 	MANNER 	STYLE
Oct 28, 2023	139	Purple	 ___ MOON: 	BLUE 	HARVEST 	NEW 	SAILOR
Oct 28, 2023	139	Yellow	 SENSES: 	SIGHT 	SMELL 	TASTE 	TOUCH
Oct 29, 2023	140	Blue	 GROUP OF OFFSPRING: 	BROOD 	CLUTCH 	HATCH 	LITTER
Oct 29, 2023	140	Green	 GO UP AGAINST: 	CHALLENGE 	CONFRONT 	FACE 	OPPOSE
Oct 29, 2023	140	Purple	 GUITAR PARTS: 	BODY 	BRIDGE 	FRET 	NECK
Oct 29, 2023	140	Yellow	 MISHMASH: 	HASH 	JUMBLE 	MEDLEY 	STEW
Oct 30, 2023	141	Blue	 MAHJONG TILES: 	BAMBOO 	DRAGON 	SEASON 	WIND
Oct 30, 2023	141	Green	 BLINK OF AN EYE: 	FLASH 	HEARTBEAT 	SECOND 	WINK
Oct 30, 2023	141	Purple	 ___ BUTTON: 	BELLY 	HOT 	PANIC 	SNOOZE
Oct 30, 2023	141	Yellow	 BIRD FEATURES: 	BEAK 	FEATHER 	TALON 	WING
Oct 31, 2023	142	Blue	 HORROR DIRECTORS: 	ASTER 	CARPENTER 	CRAVEN 	WAN
Oct 31, 2023	142	Green	 SEEN ON A FARM: 	BARN 	CHICKEN 	FARMER 	TRACTOR
Oct 31, 2023	142	Purple	 ___ JACKET: 	DUST 	LIFE 	SPORTS 	YELLOW
Oct 31, 2023	142	Yellow	 FLOWERS: 	DAISY 	ROSE 	TULIP 	VIOLET
Nov 1, 2023	143	Blue	 SHOWS SET IN HOSPITALS: 	ER 	HOUSE 	RATCHED 	SCRUBS
Nov 1, 2023	143	Green	 USE A NEEDLE AND THREAD: 	DARN 	HEM 	SEAM 	SEW
Nov 1, 2023	143	Purple	 EXPRESSIONS OF HESITATION: 	ERM 	UH 	UM 	WELL
Nov 1, 2023	143	Yellow	 SOCIAL MEDIA ACTIONS: 	FOLLOW 	LIKE 	SHARE 	SUBSCRIBE
Nov 2, 2023	144	Blue	 SMALL WOODED AREA: 	DELL 	GLEN 	HOLLOW 	VALLEY
Nov 2, 2023	144	Green	 INFORMATION: 	DATA 	INFO 	INTEL 	NEWS
Nov 2, 2023	144	Purple	 THINGS WITH CORES: 	APPLE 	COMPUTER 	PLANET 	REACTOR
Nov 2, 2023	144	Yellow	 IGNITE: 	BURN 	KINDLE 	LIGHT 	TORCH
Nov 3, 2023	145	Blue	 WORDS ABBREVIATED WITH LETTERS: 	ARE 	SEE 	WHY 	YOU
Nov 3, 2023	145	Green	 REPEATED WORDS IN EXPRESSIONS: 	HEAR 	KNOCK 	THERE 	TUT
Nov 3, 2023	145	Purple	 ROYAL ___: 	FAMILY 	FLUSH 	JELLY 	WE
Nov 3, 2023	145	Yellow	 NEVERTHELESS: 	HOWEVER 	STILL 	THOUGH 	YET
Nov 4, 2023	146	Blue	 WEAPONS IN THE GAME CLUE: 	CANDLESTICK 	KNIFE 	ROPE 	WRENCH
Nov 4, 2023	146	Green	 HOLLOW CYLINDERS: 	HOSE 	PIPE 	STRAW 	TUBE
Nov 4, 2023	146	Purple	 “E-” THINGS: 	CIGARETTE 	BIKE 	TICKET 	SPORTS
Nov 4, 2023	146	Yellow	 WAYS TO PREPARE: 	DRILL 	PRACTICE 	STUDY 	TRAIN
Nov 5, 2023	147	Blue	 MUSIC PUBLICATIONS: 	BILLBOARD 	PITCHFORK 	ROLLING STONE 	SPIN
Nov 5, 2023	147	Green	 LONG, SHARP OBJECTS: 	LANCE 	PIN 	SKEWER 	SPIT
Nov 5, 2023	147	Purple	 WORDS WITH NUMERICAL PREFIXES: 	UNIFORM 	BICYCLE 	TRILOGY 	QUADRANT
Nov 5, 2023	147	Yellow	 UNCHANGING: 	EVEN 	LEVEL 	STABLE 	STEADY
Nov 6, 2023	148	Blue	 CUBE-SHAPED: 	BOUILLON 	DIE 	ICE 	SUGAR
Nov 6, 2023	148	Green	 TERMS FOR RECORDS: 	LP 	PLATTER 	VINYL 	WAX
Nov 6, 2023	148	Purple	 WORDS THAT GO WITH “BONE”: 	FUNNY 	HERRING 	SOUP 	WISH
Nov 6, 2023	148	Yellow	 INVESTMENTS: 	BOND 	CD 	OPTION 	STOCK
Nov 7, 2023	149	Blue	 GROUP WITHIN A GROUP: 	CAMP 	DIVISION 	FACTION 	WING
Nov 7, 2023	149	Green	 TATTLE: 	RAT 	SING 	SNITCH 	SQUEAL
Nov 7, 2023	149	Purple	 MICROSOFT PRODUCTS: 	BING 	EDGE 	SURFACE 	WORD
Nov 7, 2023	149	Yellow	 DIGITAL NOTIFICATION SOUNDS: 	CHIME 	DING 	PING 	RING
Nov 8, 2023	150	Blue	 EQUIVOCATE: 	HEDGE 	SEE-SAW 	WAVER 	YO-YO
Nov 8, 2023	150	Green	 TYPES OF FRENCH FRIES: 	CURLY 	SHOESTRING 	WAFFLE 	WEDGE
Nov 8, 2023	150	Purple	 SECOND WORDS OF VODKA COCKTAILS: 	BREEZE 	MARY 	MULE 	RUSSIAN
Nov 8, 2023	150	Yellow	 BROUGHT TO THE BEACH: 	FLIP-FLOP 	SUNSCREEN 	TOWEL 	UMBRELLA
Nov 9, 2023	151	Blue	 PODCASTS: 	RADIOLAB 	SERIAL 	UP FIRST 	WTF
Nov 9, 2023	151	Green	 EMAIL ACTIONS: 	COMPOSE 	FORWARD 	REPLY ALL 	SEND
Nov 9, 2023	151	Purple	 ___ COMEDY: 	BLACK 	DIVINE 	PROP 	SKETCH
Nov 9, 2023	151	Yellow	 DOCTORS’ ORDERS: 	DIET 	EXERCISE 	FRESH AIR 	SLEEP
Nov 10, 2023	152	Blue	 DEODORANTS: 	AXE 	DEGREE 	OLD SPICE 	SECRET
Nov 10, 2023	152	Green	 INTELLIGENT: 	BRIGHT 	QUICK 	SHARP 	SMART
Nov 10, 2023	152	Purple	 MEDIEVAL WEAPONS: 	CLUB 	MACE 	SPEAR 	SWORD
Nov 10, 2023	152	Yellow	 SPICES: 	ANISE 	DILL 	NUTMEG 	SAGE
Nov 11, 2023	153	Blue	 FILMMAKING EQUIPMENT: 	BOOM 	DOLLY 	LENS 	TRIPOD
Nov 11, 2023	153	Green	 FUN TIME: 	BALL 	BLAST 	KICK 	RIOT
Nov 11, 2023	153	Purple	 “GET A ___!”: 	CLUE 	GRIP 	LIFE 	ROOM
Nov 11, 2023	153	Yellow	 SPARSE/LACKING: 	LIGHT 	SHORT 	SPARE 	THIN
Nov 12, 2023	154	Blue	 CAR COMPANIES: 	BMW 	HONDA 	JAGUAR 	SUBARU
Nov 12, 2023	154	Green	 SPORTS PROFESSIONALS: 	COACH 	GM 	PLAYER 	SCOUT
Nov 12, 2023	154	Purple	 COMMON PREFIXES: 	AUTO 	POST 	SEMI 	SUB
Nov 12, 2023	154	Yellow	 PRESIDENTS: 	FORD 	GRANT 	LINCOLN 	WILSON
Nov 13, 2023	155	Blue	 FUNNY PERSON: 	CARD 	CLOWN 	CUTUP 	JOKER
Nov 13, 2023	155	Green	 TRADEMARK: 	FEATURE 	HALLMARK 	STAMP 	TRAIT
Nov 13, 2023	155	Purple	 THINGS WITH LEAVES: 	BOOK 	TABLE 	TEA 	TREE
Nov 13, 2023	155	Yellow	 UNIT OF LANGUAGE: 	LETTER 	PARAGRAPH 	SENTENCE 	WORD
Nov 14, 2023	156	Blue	 OBTAIN: 	GET 	LAND 	SECURE 	WIN
Nov 14, 2023	156	Green	 BIT OF VOCAL FANFARE: 	BEHOLD 	PRESTO 	TADA 	VOILA
Nov 14, 2023	156	Purple	 ___ ANT: 	ADAM 	CARPENTER 	FIRE 	RED
Nov 14, 2023	156	Yellow	 BASIC EMOTIONS: 	ANGER 	FEAR 	HAPPINESS 	SURPRISE
Nov 15, 2023	157	Blue	 “YES” IN DIFFERENT LANGUAGES: 	HAI 	JA 	SI 	DA
Nov 15, 2023	157	Green	 MAGAZINES: 	O 	OK 	US 	W
Nov 15, 2023	157	Purple	 HOMOPHONES: 	OUI 	WE 	WEE 	WII
Nov 15, 2023	157	Yellow	 “GROSS!”: 	EW 	ICK 	PU 	UGH
Nov 16, 2023	158	Blue	 SINGLE/PLURAL ANIMALS: 	BUFFALO 	DEER 	FISH 	MOOSE
Nov 16, 2023	158	Green	 HELM: 	DIRECT 	GUIDE 	LEAD 	STEER
Nov 16, 2023	158	Purple	 GREAT ___: 	DANE 	LAKE 	SEAL 	WHITE
Nov 16, 2023	158	Yellow	 BALDERDASH: 	BULL 	HOGWASH 	NONSENSE 	ROT
Nov 17, 2023	159	Blue	 M.L.B. TEAMS, FOR SHORT: 	CARDS 	JAYS 	NATS 	YANKS
Nov 17, 2023	159	Green	 EMAIL SIGN-OFFS: 	BEST 	CHEERS 	REGARDS 	THANKS
Nov 17, 2023	159	Purple	 ELIZABETHS (AND ONE ELISABETH): 	BANKS 	MOSS 	TAYLOR 	WARREN
Nov 17, 2023	159	Yellow	 BODYWEIGHT EXERCISES: 	DIPS 	LUNGES 	PLANKS 	SQUATS
Nov 18, 2023	160	Blue	 PARTS OF A MOUNTAIN: 	CLIFF 	CRAG 	LEDGE 	RIDGE
Nov 18, 2023	160	Green	 DECEIT: 	ACT 	BLUFF 	CHARADE 	FRONT
Nov 18, 2023	160	Purple	 HOMOPHONES: 	PEAK 	PEEK 	PEKE 	PIQUE
Nov 18, 2023	160	Yellow	 QUICK PEEK: 	GANDER 	GLANCE 	GLIMPSE 	LOOK
Nov 19, 2023	161	Blue	 WALK: 	MARCH 	STEP 	STRIDE 	TREAD
Nov 19, 2023	161	Green	 VENERABLE: 	AUGUST 	GRAND 	NOBLE 	REGAL
Nov 19, 2023	161	Purple	 ___ DAY HOLIDAYS: 	EARTH 	GROUNDHOG 	LABOR 	MAY
Nov 19, 2023	161	Yellow	 ONSET: 	BIRTH 	CREATION 	DAWN 	START
Nov 20, 2023	162	Blue	 CHUTNEY VARIETIES: 	MANGO 	MINT 	TAMARIND 	TOMATO
Nov 20, 2023	162	Green	 PRIMATES: 	BABOON 	BONOBO 	GIBBON 	GORILLA
Nov 20, 2023	162	Purple	 IMITATE: 	APE 	MIME 	MIRROR 	PARROT
Nov 20, 2023	162	Yellow	 RELIGIOUS FIGURES: 	CARDINAL 	LAMA 	MONK 	PASTOR
Nov 21, 2023	163	Blue	 DANCE MOVES: 	FLOSS 	ROBOT 	VOGUE 	WORM
Nov 21, 2023	163	Green	 FASHIONABLE: 	CHIC 	HIP 	HOT 	IN
Nov 21, 2023	163	Purple	 THINGS THAT SUCK: 	LEECH 	STRAW 	VACUUM 	VAMPIRE
Nov 21, 2023	163	Yellow	 TYPES OF TEETH: 	CANINE 	FANG 	MOLAR 	TUSK
Nov 22, 2023	164	Blue	 FEATURED IN “SNOW WHITE”: 	APPLE 	BASHFUL 	MIRROR 	QUEEN
Nov 22, 2023	164	Green	 EAT VORACIOUSLY: 	GORGE 	GULP 	SCARF 	WOLF
Nov 22, 2023	164	Purple	 “C” + BIRD: 	CHEN 	CLARK 	COWL 	CRAVEN
Nov 22, 2023	164	Yellow	 AREAS BETWEEN MOUNTAINS AND HILLS: 	CANYON 	GULCH 	PASS 	RAVINE
Nov 23, 2023	165	Blue	 COUNTRIES WITH RED AND WHITE FLAGS: 	JAPAN 	POLAND 	TUNISIA 	TURKEY
Nov 23, 2023	165	Green	 ENDING IN A SILENT “T”: 	BOUQUET 	PARFAIT 	RAGOUT 	RAPPORT
Nov 23, 2023	165	Purple	 N.B.A. GREATS: 	BIRD 	CURRY 	JAMES 	JORDAN
Nov 23, 2023	165	Yellow	 FOODS WITH CRUSTS: 	PASTY 	PIE 	TART 	TURNOVER
Nov 24, 2023	166	Blue	 CAR BRANDS: 	FIAT 	JAGUAR 	MINI 	RAM
Nov 24, 2023	166	Green	 REALITY SHOWS: 	ALONE 	CATFISH 	CHOPPED 	SURVIVOR
Nov 24, 2023	166	Purple	 ___ PAD: 	BACHELOR 	LILY 	MAXI 	MOUSE
Nov 24, 2023	166	Yellow	 CRITICIZE: 	KNOCK 	PAN 	ROAST 	SLAM
Nov 25, 2023	167	Blue	 BODIES OF WATER: 	CANAL 	CHANNEL 	SOUND 	STRAIT
Nov 25, 2023	167	Green	 AGGREGATE SIZE: 	AMOUNT 	NUMBER 	QUANTITY 	VOLUME
Nov 25, 2023	167	Purple	 READS THE SAME ROTATED 180°: 	96	MOW 	NOON 	SIS
Nov 25, 2023	167	Yellow	 SECLUDED: 	HIDDEN 	PRIVATE 	REMOTE 	SECRET
Nov 26, 2023	168	Blue	 FINANCIAL TERMS: 	CAPITAL 	EQUITY 	INTEREST 	STOCK
Nov 26, 2023	168	Green	 BLENDER BUTTONS: 	CHOP 	GRIND 	PULSE 	PUREE
Nov 26, 2023	168	Purple	 ___ LEAGUE: 	IVY 	JUSTICE 	LITTLE 	PREMIER
Nov 26, 2023	168	Yellow	 MUNICIPALITIES: 	CITY 	COUNTY 	TOWN 	VILLAGE
Nov 27, 2023	169	Blue	 MOJITO INGREDIENTS: 	LIME 	MINT 	RUM 	SODA
Nov 27, 2023	169	Green	 WHOLE AMOUNT: 	COUNT 	GROSS 	SUM 	TOTAL
Nov 27, 2023	169	Purple	 THINGS THAT ARE “STICKY”: 	GLUE 	GUM 	TAPE 	STICK
Nov 27, 2023	169	Yellow	 CARRY A TUNE: 	HUM 	SING 	SCAT 	WHISTLE
Nov 28, 2023	170	Blue	 FILL TO EXCESS: 	CRAM 	JAM 	PACK 	STUFF
Nov 28, 2023	170	Green	 LAND SURROUNDED BY WATER: 	ATOLL 	BAR 	ISLAND 	KEY
Nov 28, 2023	170	Purple	 BEAN ___: 	BAG 	COUNTER 	DIP 	SPROUT
Nov 28, 2023	170	Yellow	 ROOMS IN A HOUSE: 	BEDROOM 	DEN 	KITCHEN 	STUDY
Nov 29, 2023	171	Blue	 DOG COMMANDS: 	COME 	DOWN 	SIT 	STAY
Nov 29, 2023	171	Green	 MUSICAL INSTRUMENTS: 	BASS 	HARP 	HORN 	ORGAN
Nov 29, 2023	171	Purple	 BADDIE: 	DOG 	HEEL 	JERK 	SNAKE
Nov 29, 2023	171	Yellow	 FOOT PARTS: 	ARCH 	BALL 	SOLE 	TOE
Nov 30, 2023	172	Blue	 SIDEKICKS: 	GOOSE 	HOBBES 	ROBIN 	WATSON
Nov 30, 2023	172	Green	 HITCHCOCK MOVIES: 	BIRDS 	NOTORIOUS 	REBECCA 	ROPE
Nov 30, 2023	172	Purple	 ___ CHEESE: 	COTTAGE 	CREAM 	SAY 	STRING
Nov 30, 2023	172	Yellow	 AVOID: 	DODGE 	DUCK 	ESCAPE 	SKIRT
Dec 1, 2023	173	Blue	 PORTION OF PROFIT: 	CUT 	PIECE 	SHARE 	TAKE
Dec 1, 2023	173	Green	 WAYS TO REMOVE HAIR: 	SHAVE 	THREAD 	TWEEZE 	WAX
Dec 1, 2023	173	Purple	 KINDS OF WRENCHES: 	ALLEN 	CRESCENT 	MONKEY 	SOCKET
Dec 1, 2023	173	Yellow	 PLACES TO SHOP: 	MALL 	MARKET 	OUTLET 	STORE
Dec 2, 2023	174	Blue	 RESTRICT: 	CAP 	CHECK 	CURB 	LIMIT
Dec 2, 2023	174	Green	 CIRCULAR SHAPES: 	BAND 	CIRCLE 	HOOP 	RING
Dec 2, 2023	174	Purple	 ___ JAM: 	NBA 	PAPER 	PEARL 	TRAFFIC
Dec 2, 2023	174	Yellow	 CONTAINERS: 	BASKET 	BIN 	CHEST 	HAMPER
Dec 3, 2023	175	Blue	 CONNECT: 	COUPLE 	HITCH 	LINK 	TIE
Dec 3, 2023	175	Green	 RELATED TO SOUND/HEARING: 	ACOUSTIC 	AUDITORY 	HEARD 	SONIC
Dec 3, 2023	175	Purple	 EXCITE, WITH “UP”: 	AMP 	FIRE 	HYPE 	PUMP
Dec 3, 2023	175	Yellow	 MONTHLY BILLS: 	CABLE 	ELECTRIC 	GAS 	WATER
Dec 4, 2023	176	Blue	 SMALL IMPERFECTION: 	CHIP 	MARK 	NICK 	SCRATCH
Dec 4, 2023	176	Green	 ASSURE, AS A WIN: 	CLINCH 	GUARANTEE 	LOCK 	SECURE
Dec 4, 2023	176	Purple	 HEAD OF ___: 	HAIR 	LETTUCE 	STATE 	STEAM
Dec 4, 2023	176	Yellow	 UNIT OF BREAD: 	BAGUETTE 	BUN 	LOAF 	ROLL
Dec 5, 2023	177	Blue	 TV SHOWS WITH HAPPY-SOUNDING NAMES: 	CHEERS 	EUPHORIA 	FELICITY 	GLEE
Dec 5, 2023	177	Green	 BOOKSTORE SECTIONS: 	FICTION 	HUMOR 	POETRY 	TRAVEL
Dec 5, 2023	177	Purple	 ___ CRANE: 	CONSTRUCTION 	FRASIER 	PAPER 	WHOOPING
Dec 5, 2023	177	Yellow	 ENORMOUS: 	BIG 	GIANT 	GREAT 	HUGE
Dec 6, 2023	178	Blue	 RECORD LABELS: 	CAPITOL 	COLUMBIA 	VIRGIN 	ISLAND
Dec 6, 2023	178	Green	 ZODIAC SYMBOLS: 	BULL 	CRAB 	SCALES 	TWINS
Dec 6, 2023	178	Purple	 ZODIAC SIGN BEGINNINGS: 	CAN 	GEM 	LIB 	TAU
Dec 6, 2023	178	Yellow	 FOUND ON SHEET MUSIC: 	CLEF 	NOTE 	REST 	STAFF
Dec 7, 2023	179	Blue	 IN THE NATO ALPHABET: 	ALFA 	BRAVO 	ROMEO 	TANGO
Dec 7, 2023	179	Green	 CABLE CHANNELS: 	BET 	E 	HALLMARK 	USA
Dec 7, 2023	179	Purple	 ___-___: 	BOO 	POM 	TOM 	YO
Dec 7, 2023	179	Yellow	 STATE ABBREVIATIONS: 	HI 	LA 	MA 	OK
Dec 8, 2023	180	Blue	 EXPRESS: 	AIR 	SPEAK 	STATE 	VOICE
Dec 8, 2023	180	Green	 ABSOLUTE: 	PURE 	SHEER 	TOTAL 	UTTER
Dec 8, 2023	180	Purple	 SUPERHERO LAST NAMES: 	BANNER 	PRINCE 	STARK 	WAYNE
Dec 8, 2023	180	Yellow	 DECLINE: 	EBB 	FADE 	FLAG 	WANE
Dec 9, 2023	181	Blue	 KINDS OF COOKING OIL: 	CORN 	OLIVE 	PALM 	PEANUT
Dec 9, 2023	181	Green	 HARDWARE FASTENERS: 	BOLT 	NAIL 	RIVET 	SCREW
Dec 9, 2023	181	Purple	 STICKY ___: 	FINGERS 	NOTE 	RICE 	WICKET
Dec 9, 2023	181	Yellow	 ICE CREAM TREATS: 	FLOAT 	SHAKE 	SPLIT 	SUNDAE
Dec 10, 2023	182	Blue	 WRAP AROUND IN A CIRCLE: 	COIL 	SPIRAL 	TWIST 	WIND
Dec 10, 2023	182	Green	 SOMETHING EASY TO DO: 	BREEZE 	CINCH 	PICNIC 	SNAP
Dec 10, 2023	182	Purple	 JUMP INTO THE AIR: 	BOUND 	LEAP 	SPRING 	VAULT
Dec 10, 2023	182	Yellow	 PARTS OF A RIVER: 	BANK 	BED 	DELTA 	MOUTH
Dec 11, 2023	183	Blue	 SHOE PARTS: 	EYELET 	LACE 	SOLE 	TONGUE
Dec 11, 2023	183	Green	 COME DOWN TO REST: 	PERCH 	ROOST 	SETTLE 	LAND
Dec 11, 2023	183	Purple	 THINGS THAT ARE DELIVERED: 	BABY 	BLOW 	PACKAGE 	SPEECH
Dec 11, 2023	183	Yellow	 LUXURIOUS FABRICS: 	CHIFFON 	SATIN 	SILK 	VELVET
Dec 12, 2023	184	Blue	 PINBALL MACHINE COMPONENTS: 	BALL 	BUMPER 	FLIPPER 	PLUNGER
Dec 12, 2023	184	Green	 FOLLOW: 	SHADOW 	TAIL 	TRACK 	TRAIL
Dec 12, 2023	184	Purple	 ___LAND COUNTRIES: 	ICE 	IRE 	FIN 	NETHER
Dec 12, 2023	184	Yellow	 MURKY CONDITION: 	CLOUD 	FOG 	HAZE 	MIST
Dec 13, 2023	185	Blue	 INDECENT: 	BAWDY 	BLUE 	COARSE 	RISQUE
Dec 13, 2023	185	Green	 “I GIVE!”: 	ENOUGH 	MERCY 	STOP 	UNCLE
Dec 13, 2023	185	Purple	 ”-OUGH” WORDS THAT DON’T RHYME: 	BOUGH 	COUGH 	DOUGH 	TOUGH
Dec 13, 2023	185	Yellow	 GOLF COURSE PARTS: 	BUNKER 	FAIRWAY 	GREEN 	ROUGH
Dec 14, 2023	186	Blue	 SEPARATE: 	DIVIDE 	FORK 	PART 	SPLIT
Dec 14, 2023	186	Green	 SPORTS VENUES: 	ARENA 	BOWL 	DOME 	FIELD
Dec 14, 2023	186	Purple	 SILVER ___: 	FOX 	LINING 	SCREEN 	SPOON
Dec 14, 2023	186	Yellow	 PESTER: 	BADGER 	BUG 	HOUND 	NAG
Dec 15, 2023	187	Blue	 NATIONAL SYMBOLS: 	ANTHEM 	FLAG 	MOTTO 	SEAL
Dec 15, 2023	187	Green	 GET LOW: 	CROUCH 	DUCK 	SQUAT 	STOOP
Dec 15, 2023	187	Purple	 SWINDLER: 	CHEAT 	CROOK 	QUACK 	SHARK
Dec 15, 2023	187	Yellow	 CURMUDGEON: 	CRAB 	CRANK 	GROUCH 	GRUMP
Dec 16, 2023	188	Blue	 MAKE HAPPY: 	AMUSE 	DELIGHT 	PLEASE 	TICKLE
Dec 16, 2023	188	Green	 SCHEME: 	PLOT 	PLOY 	RUSE 	TRICK
Dec 16, 2023	188	Purple	 ONOMATOPOEIA: 	BANG 	PLOP 	SPLASH 	THUD
Dec 16, 2023	188	Yellow	 FARM TOOLS: 	HOE 	PLOW 	RAKE 	SICKLE
Dec 17, 2023	189	Blue	 USED TO BUILD A SNOWMAN: 	CARROT 	COAL 	SNOW 	STICKS
Dec 17, 2023	189	Green	 BOLDNESS, FIGURATIVELY: 	GALL 	GUTS 	NERVE 	STONES
Dec 17, 2023	189	Purple	 FUNNY ___: 	BONE 	BUSINESS 	GIRL 	PAGES
Dec 17, 2023	189	Yellow	 RESERVE FOR LATER: 	BANK 	SAVE 	STASH 	STORE
Dec 18, 2023	190	Blue	 AVENUES IN N.Y.C.: 	BROADWAY 	FIFTH 	MADISON 	PARK
Dec 18, 2023	190	Green	 PRIMARY: 	CHIEF 	FIRST 	MAIN 	PRINCIPAL
Dec 18, 2023	190	Purple	 ___ HOUR: 	AMATEUR 	ELEVENTH 	HAPPY 	RUSH
Dec 18, 2023	190	Yellow	 BRIEF MOMENT: 	FLASH 	JIFFY 	SECOND 	WINK
Dec 19, 2023	191	Blue	 ATTRACTION: 	APPEAL 	CHARM 	DRAW 	PULL
Dec 19, 2023	191	Green	 COMEDIAN’S OUTPUT: 	BIT 	JOKE 	ROUTINE 	SKETCH
Dec 19, 2023	191	Purple	 TWO LETTERS + NUMBER: 	CANINE 	FREIGHT 	OFTEN 	STONE
Dec 19, 2023	191	Yellow	 ACCESSORIES: 	BELT 	BRACELET 	TIE 	WATCH
Dec 20, 2023	192	Blue	 WEE: 	DINKY 	LITTLE 	MINUTE 	SLIGHT
